,datetime,Sample_ID,Code,Gage_Ht,Temp,pH,Cond,Cl,NO3-N,SO4-S,Na,K,Mg,Ca,NH4-N,PO4-P,DOC,DIC,TDN,TDP,SiO2,DON,TSS,Turbidity,source,discharge(cfs),discharge(m/yr),rank,stage,discharge(cms),notes,datetime.1,gageheight,site,code,datetime_last,d18O,d18O_stdev,d2H,d2H_stdev,dexcess,dexcess_stdev,DO%,Temperature,SO4,Bromide,rank_sp,rainfall(mm),rainfall(in),pc1,pc2,binnum,F1_med,F2_med,Na_backcalc_5,Na_backcalc_95,Na_backcalc_med,Na_backcalc_mean,Ca_backcalc_5,Ca_backcalc_95,Ca_backcalc_med,Ca_backcalc_mean,Mg_backcalc_5,Mg_backcalc_95,Mg_backcalc_med,Mg_backcalc_mean,Cl_backcalc_5,Cl_backcalc_95,Cl_backcalc_med,Cl_backcalc_mean,F1_std,F2_std,F1_5,F2_5,F1_95,F2_95,F1_25,F2_25,F1_75,F2_75
2385,1993-05-01 12:19:00,QG,120000276.0,,,,25.4,3.9,110.0,0.5,2.93,0.61,0.4,0.89,,,,,,,0.69,,826.0,,EDI,15.0,103.03847009138217,99.89874585749662,,,,,,QG,,,,,,,,,,,,,,,,3.877449499970504,0.3115182126800088,7.0,0.8780254820643374,0.12197451793566254,1.185966552066172,5.490601943499238,2.672569797852439,2.977024013384033,-4.895485704558512,3.8322651655952424,0.8043439563060392,0.5334787079763363,-0.4429972686963922,0.8416011300955487,0.4153783120848019,0.0937650431968327,-1.6098385483362205,16.05315780376746,4.39002818927891,6.311426823537786,26.05183930346998,26.05183930346998,-0.7280030241085348,-2.558424719293056,3.558424719293052,1.728003024108532,0.7411215292336616,-0.2039550883448279,1.203955088344828,0.2588784707663383
2386,1993-05-01 12:24:00,QG,120000277.0,,,,25.1,3.8,70.0,0.53,2.77,0.58,0.37,0.86,,,,,,,0.48,,787.0,,EDI,15.0,103.03847009138217,99.89874585749662,,,,,,QG,,,,,,,,,,,,,,,,4.05394948080812,0.28937100429305856,7.0,0.9096286868749137,0.09037131312508634,1.0169879116191953,5.498135843037328,2.5631708828130257,2.8817450161714624,-5.200029869249788,3.873867393202358,0.7232627205308079,0.4439517702059593,-0.502003186338177,0.8313950662259254,0.3890435977894559,0.055809395680258195,-2.0473360480851435,16.429258779851136,4.291735489438677,6.2767619956044705,27.131996756150283,27.131996756150283,-0.7569105241415777,-2.683299696130287,3.683299696130281,1.7569105241415761,0.7680784789661937,-0.24747868163027292,1.247478681630273,0.23192152103380614
2387,1993-05-01 12:29:00,QG,120000278.0,,,,24.2,2.4,50.0,0.37,1.85,0.41,0.23,0.52,,,,,,,0.16,,614.0,,EDI,9.3,63.88385145665695,99.74151794270368,,,,,,QG,,,,,,,,,,,,,,,,5.3648392944212455,-0.12818862985938798,7.0,1.1440099063572386,-0.1440099063572387,-0.17051861035807608,5.428104960631726,1.7597976040174128,2.174094701964774,-7.247274629689432,4.1088530145608,0.10533150834190871,-0.2209772015152224,-0.9339762538881106,0.7573644036538832,0.19699074807798772,-0.22609245758024268,-4.594280234865169,18.86368526308755,3.5588768228672985,6.019301515366421,35.21055891864954,35.21055891864954,-0.9669072851614802,-3.64998255285315,4.649982552853145,1.9669072851614777,0.9689481916617356,-0.5701015516550264,1.5701015516550263,0.03105180833826425
2388,1993-05-01 14:03:00,QG,120000279.0,,,,19.8,2.3,70.0,0.43,2.0,0.48,0.3,0.79,,,,,,,0.46,,2380.0,,EDI,57.0,391.5461863472522,99.99466916454384,,,,,,QG,,,,,,,,,,,,,,,,5.0394374814871945,-0.415145810901095,7.0,1.0861482732025796,-0.0861482732025794,0.12771153037354138,5.438574911436865,1.9579995514201323,2.349754542154941,-6.732176503012574,4.04536753940067,0.26114690627223847,-0.05592206825876441,-0.8307827337990339,0.7788351810206081,0.24472263136457992,-0.15611603914458297,-3.997073350007623,18.27758635852411,3.742176296454229,6.083210858591385,33.197983183207306,33.197983183207306,-0.9166010505284246,-3.4158324044863564,4.415832404486356,1.9166010505284243,0.9179924257135963,-0.4906013591303894,1.4906013591303893,0.08200757428640368
2389,1993-05-01 14:08:00,QG,120000280.0,,,,18.4,2.6,90.0,0.43,1.9,0.46,0.26,0.61,,,,,,,0.32,,2300.0,,EDI,57.0,391.5461863472522,99.99466916454384,,,,,,QG,,,,,,,,,,,,,,,,5.172054335456917,-0.12861733027278754,7.0,1.110318305463334,-0.11031830546333421,0.011419597372616714,5.431036244547636,1.87709704631808,2.2781647278118804,-6.939290742193118,4.066544857818819,0.19939104051615597,-0.12318995563363021,-0.8759031380502245,0.7699680657572877,0.22563070211916902,-0.1846347876461057,-4.240463814015017,18.50812107356462,3.666067781743798,6.057164734381621,34.01774446763137,34.017744467631374,-0.937103255208675,-3.4980850386364777,4.49808503863647,1.937103255208674,0.9388800125849157,-0.5227618461344538,1.5227618461344536,0.061119987415084176
2390,1993-05-01 14:13:00,QG,120000281.0,,,,17.4,2.6,70.0,0.43,1.86,0.43,0.24,0.54,,,,,,,0.22,,1590.0,,EDI,64.0,439.6308057232306,99.9963509162056,,,,,,QG,,,,,,,,,,,,,,,,5.268311629827372,-0.06365641546562721,7.0,1.127248770831908,-0.1272487708319081,-0.08074553008364332,5.4315811640686436,1.8182319882266058,2.226202691110882,-7.090435111647547,4.0853511343277935,0.15338830634033968,-0.17201500797727567,-0.9049007066397149,0.7636750726744737,0.21138780117533926,-0.20533455157064404,-4.417123920476829,18.68123727852685,3.612955386215992,6.038259675407453,34.61315496000267,34.61315496000267,-0.9519843709347409,-3.5795889891727106,4.579588989172704,1.951984370934739,0.9539929410698285,-0.5462778994906181,1.5462778994906181,0.046007058930171395
2391,1993-05-01 14:23:00,QG,120000282.0,,,,17.6,2.5,100.0,0.47,1.98,0.42,0.24,0.51,,,,,,,0.11,,1140.0,,EDI,28.0,192.3384775039134,99.97109291011576,,,,,,QG,,,,,,,,,,,,,,,,5.2621697619096,-0.05976242830839519,7.0,1.1261603173928036,-0.12616031739280345,-0.07487011377729873,5.431580007265685,1.8220577962737297,2.2295182213077647,-7.080446099496593,4.084151166397065,0.1564524859989707,-0.16889963864828741,-0.9030504651865542,0.7640766082939283,0.21231957621640515,-0.2040137663066799,-4.4058518080896665,18.670236234286573,3.616195810078132,6.039465946329102,34.575154009728784,34.575154009728784,-0.9510348548709835,-3.5751099833643183,4.575109983364312,1.951034854870982,0.9530889121691489,-0.5447724039582155,1.5447724039582154,0.046911087830851
2392,1993-05-01 14:33:00,QG,120000283.0,,,,18.2,2.9,100.0,0.47,2.14,0.42,0.26,0.53,,,,,,,0.14,,1100.0,,EDI,28.0,192.3384775039134,99.97109291011576,,,,,,QG,,,,,,,,,,,,,,,,5.016915412337945,0.11517121684481975,7.0,1.0819526272126603,-0.08195262721266011,0.14722113834082073,5.438798593254192,1.9715681225085115,2.3619125047423037,-6.700044625349308,4.043048707552845,0.2708508267483279,-0.0444980903432085,-0.8225468194166148,0.7803165870794752,0.24800860959455462,-0.15127275409766106,-3.955738808457621,18.240518339995944,3.7571378967136333,6.087634222537692,33.05883161981995,33.05883161981995,-0.9131191999362961,-3.4019599565445016,4.401959956544502,1.9131191999362962,0.9145502221377493,-0.484927374991955,1.4849273749919552,0.08544977786225066
2393,1993-05-01 14:43:00,QG,120000284.0,,,,20.0,3.2,90.0,0.5,2.28,0.41,0.26,0.57,,,,,,,0.16,,689.0,,EDI,13.0,89.30000741253122,99.86431754517568,,,,,,QG,,,,,,,,,,,,,,,,4.836167071981252,0.25233632099559844,7.0,1.0492469327064367,-0.0492469327064366,0.31098285539259785,5.459166075516897,2.0817055827476056,2.4594848701062557,-6.4067955477518375,4.004897108611027,0.3525982749807167,0.04718376334549225,-0.7612944543898735,0.7886109727661913,0.27455423874542817,-0.11240351307436455,-3.6240130804590827,17.90264284724561,3.8584485334539194,6.123133433857543,31.942836003503206,31.942836003503206,-0.8836394453670778,-3.2667843478781093,4.266784347878102,1.8836394453670764,0.8874462479839769,-0.4404678454771185,1.4404678454771185,0.11255375201602312
2394,1993-05-01 14:44:00,QG,120000285.0,,,,19.5,3.3,100.0,0.5,2.29,0.41,0.28,0.59,,,,,,,0.2,,,,EDI,13.0,89.30000741253122,99.86431754517568,,,,,,QG,,,,,,,,,,,,,,,,4.752441595863679,0.25987967374148485,7.0,1.033821392686832,-0.03382139268683205,0.3801762607532117,5.469970974375354,2.132786941682469,2.504681925470058,-6.277667591920056,3.992783684187169,0.3918214113275822,0.08965224098838169,-0.7338712460620319,0.793925335965092,0.2868070434088367,-0.09439866885514894,-3.4703525020973895,17.752063358476867,3.90760436998473,6.139577227275976,31.426366546906728,31.426366546906728,-0.8698971881403916,-3.20338668240978,4.203386682409769,1.8698971881403903,0.8745432585664747,-0.42071551539331065,1.4207155153933106,0.12545674143352542
2395,1993-05-02 05:38:00,QG,120000286.0,,,,20.7,3.5,30.0,0.37,2.31,0.46,0.3,0.59,,,,,,,0.56,,571.0,,EDI,17.0,116.77693277023312,99.9207038225898,,,,,,QG,,,,,,,,,,,,,,,,4.645085813324455,0.32808017733894995,7.0,1.0142537896985,-0.014253789698499952,0.47202301874605024,5.483825399885909,2.198971168159006,2.562635196947846,-6.112095135496583,3.9769231761034742,0.44243977468133966,0.14410683309126743,-0.6970922481435694,0.8007396014237287,0.3025545879311459,-0.07131221739160133,-3.264902440131033,17.51711758783358,3.9678360392256122,6.160662043895806,30.764606169725436,30.764606169725436,-0.852241891098222,-3.124695688206084,4.124695688206078,1.852241891098221,0.858726779573861,-0.39448008323963846,1.3944800832396385,0.14127322042613888
